timestamp,product_id,product_name,category,store,url,price,currency,in_stock,raw_price,error
2025-11-17T20:55:22.593925+00:00,Processador-AMD-Ryzen-7800X3D-Threads,7800x3d,cpu,amazon,https://www.amazon.com.br/Processador-AMD-Ryzen-7800X3D-Threads/dp/B0BTZB7F88/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=331NPCHOV5UZG&dib=eyJ2IjoiMSJ9.V4nBN332074jxDy2G0TJDNeML_5GkgrpdEj6JfaaNFwConjuV25DK4o7vVx2cAietiwjjOj_P7xCTpfhbnfrctkGUM70nYQt0-QPE_VSCbNdhEDZasiy93TaFfQE6VOW_jpjT_k4Yh2KxqOOqWzpJ8JX_4TuKBSk562h3q_r2oe-hzd-HcmxVhqwlnYfoyZRLTCwRac4RPIYptIwkYdvDTqaWBP3V1dcf0kjazaWg5FrixQep9XZ6CQ63sdu9TZ2jw2R7XU_T1sFN1gDCZaABMnatJ3npWY3w-OesqvzJo4.aiCWubcQMHeZ1iKWCIU7UCAAN2Iq0wXa1rUzIpQAHnE&dib_tag=se&keywords=ryzen+7800x3d&qid=1763156924&s=computers&sprefix=ryzen+7800x3d%2Ccomputers%2C263&sr=1-1&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,2822.34,BRL,True,"R$2.822,34",
2025-11-17T20:55:32.543860+00:00,Cpu-ryzen-7800x3d,Processador 7800x3d,cpu,kabum,https://www.google.com/aclk?sa=L&ai=DChsSEwi7oJOOh_iQAxXqaEgAHUmaHMMYACICCAEQARoCY2U&co=1&ase=2&gclid=Cj0KCQiAiebIBhDmARIsAE8PGNLJWe4x3TVW9ekU-e5YOWcez6Zx2PQklTel_bwAaAIppDaiX5mioE0aAq33EALw_wcB&cid=CAASpwLkaNX3MUAOVh5OZLjH36w61SdD0zCCko4GR71MXLYER4Qrk1pNDONJlH_g86Eokxexe-LeFtZ5eB8jYZ-GOio-sd4mY_6Ik2e6YO2EX9i3-_rFhWTfDrN5Ul7_4KCDgduhJO5xECoDDiRmlemE_YHYFfrQFiWFxAHrvKUjsXnGrOaJ1jct5CuLvsQDI3UEHhcZe-zwq5m21ere2aPy0iG6RQumpuLyDk5NDlaKdTTptEoYrYZYutr2PzJr5Ko8FbQy0ACi6AQIgl-dEKM787QRunpKE6akI_TVoq0PU1BvN6UvoGtep_0o81jks0fUP0dggcyKHbRJgvE98uFT16e0Pj-yJOY_JAeRx3K4zd5ArLITX7Q5H16mw8wVZu_j5ja1P1sALI_H&cce=2&category=acrcp_v1_37&sig=AOD64_0xEsPx3fZLlkXVDcFXqJ6WPLxW8A&ctype=70&q=&nis=7&ved=2ahUKEwiwqY-Oh_iQAxU1IrkGHTbNOWAQwg8oAHoECAsQDQ&ch=1&adurl=,,BRL,True,,
2025-11-17T21:49:19.490779+00:00,psu-husky-sledger-850w-kabum,Husky Sledger 850W 80 Plus Gold Full Modular,psu,kabum,https://www.kabum.com.br/produto/603225/fonte-husky-sledger-850w-80-plus-gold-cybenetics-gold-pfc-ativo-full-modular-bivolt-hfn850pt,539.9,BRL,True,"R$ 539,90",
2025-11-17T21:49:35.217338+00:00,memory-corsair-vengeance-rgb-6000-cl30-kabum,Corsair Vengeance RGB 32GB 2x16GB DDR5-6000 CL30 EXPO,memory,kabum,https://www.kabum.com.br/produto/894844/memoria-ram-corsair-vengeance-rgb-ddr5-32gb-2x16gb-6000mhz-branco-cmh32gx5m2e6000c36w-?srsltid=AfmBOop3k-_Ttpu0UmqSH-4FC-5a2sZF34aXIX82DreSWy7ncprXodlJnJc,1615.0,BRL,True,"R$ 1615,00",
2025-11-17T21:49:48.575509+00:00,memory-corsair-vengeance-rgb-6000-cl30-pichau,Corsair Vengeance RGB 32GB 2x16GB DDR5-6000 CL30 EXPO,memory,pichau,https://www.pichau.com.br/memoria-corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-c30-preto-cmh32gx5m2b6000z30k?srsltid=AfmBOorRnDb0m9JAsFElC_IzK7gywPz_Sj8nUrDSeIaxfW3GrLGWQzju,1999.99,BRL,True,"R$ 1.999,99",
2025-11-17T21:50:02.888032+00:00,memory-gskill-trident-z5-rgb-6000-cl30-kabum,G.Skill Trident Z5 RGB 32GB 2x16GB DDR5-6000 CL30 EXPO,memory,kabum,https://www.kabum.com.br/produto/878470/memoria-ddr5-expo-amd-32gb-6000mhz-cl30-g-skill-trident-z5-neo-rgb-2x16gb-f5-6000j3038f16gx2-tz5nr,3039.52,BRL,True,"R$ 3039,52",
2025-11-17T21:50:16.829306+00:00,memory-teamgroup-delta-rgb-6000-cl30-kabum,TeamGroup T-Force Delta RGB 32GB 2x16GB DDR5-6000 CL30 EXPO,memory,pichau,https://www.pichau.com.br/memoria-team-group-t-force-delta-rgb-32gb-2x16gb-6000mhz-ddr5-cl30-preta-ff3d532g6000hc30dc01?srsltid=AfmBOoqwiS1uh-etGUKp_VzAH1LACPyrmmj2xMdMQ1GkHYTVaTeot2H7tiU,1499.99,BRL,True,"R$ 1.499,99",
2025-11-17T21:50:30.911023+00:00,memory-crucial-pro-oc-6000-cl30-kabum,Crucial Pro Overclocking 32GB 2x16GB DDR5-6000 CL30 EXPO,memory,amazon,https://www.amazon.com.br/Crucial-mem%C3%B3ria-overclocking-computador-branco/dp/B0D2JLWLWZ,2223.0,BRL,True,"R$2.223,00",
2025-11-17T21:50:44.115092+00:00,memory-corsair-vengeance-6000-cl36-kabum,Corsair Vengeance 32GB 2x16GB DDR5-6000 CL36 EXPO,memory,kabum,https://www.kabum.com.br/produto/506124/memoria-ram-corsair-vengeance-32gb-2x16gb-6000mhz-ddr5-cl36-preto-cmk32gx5m2e6000c36,,BRL,False,,
2025-11-17T21:50:56.880347+00:00,memory-teamgroup-vulcan-6000-cl38-kabum,TeamGroup Vulcan 32GB 2x16GB DDR5-6000 CL38 EXPO,memory,pichau,https://www.pichau.com.br/memoria-team-group-t-force-delta-rgb-ddr5-32gb-2x16gb-6000mhz-preta-ff3d532g6000hc38adc01?srsltid=AfmBOooJy3awWNOIeBCO2M28MH7K24QXmv5Btc2y_MeUQhhu8DP7J2u6Khc,1249.99,BRL,True,"R$ 1.249,99",
2025-11-17T21:51:11.362574+00:00,memory-lexar-ares-rgb-6000-cl30-kabum,Lexar Ares RGB 32GB 2x16GB DDR5-6000 CL30 EXPO,memory,pichau,https://www.pichau.com.br/memoria-lexar-ares-rgb-32gb-2x16gb-ddr5-6400mhz-c32-preto-ld5eu016g-r6400gdla?gad_source=1&gad_campaignid=17414807754&gbraid=0AAAAADvAK92YM5YwRf4BB7zXC2m9gjl8d&gclid=EAIaIQobChMI6e3Wi9j1kAMVZkNIAB12-hHuEAQYASABEgJmjPD_BwE,1399.99,BRL,True,"R$ 1.399,99",
2025-11-17T21:51:24.518835+00:00,memory-gskill-trident-z5-royal-6400-cl32-kabum,G.Skill Trident Z5 Royal 32GB 2x16GB DDR5-6400 CL32 EXPO,memory,kabum,https://www.kabum.com.br/produto/955933/memoria-ddr5-32gb-6400mhz-cl30-amd-expo-g-skill-trident-z5-royal-neo-rgb-2x16gb-f5-6400j3039g16gx2-tr5ns?gclsrc=aw.ds&&utm_id=21434223535&gad_source=1&gad_campaignid=21434245816&gbraid=0AAAAADx-HyF20QouZVGAOPMFqi7rzTfCc&gclid=EAIaIQobChMI_MyZndj1kAMVA2hIAB2flQpgEAQYBCABEgIB6PD_BwE,2999.01,BRL,True,"R$ 2999,01",
2025-11-17T21:51:39.101919+00:00,memory-corsair-dominator-platinum-6400-cl32-kabum,Corsair Dominator Platinum RGB 32GB 2x16GB DDR5-6400 CL32 EXPO,memory,amazon,https://www.amazon.com.br/Mem%C3%B3ria-Corsair-Dominator-6400MHz-Black/dp/B0BPLCCR1J/ref=asc_df_B0BPLCCR1J?mcid=4f5efde195e83c9180e25d783540469b&tag=googleshopp00-20&linkCode=df0&hvadid=709884378160&hvpos=&hvnetw=g&hvrand=3505856037084562198&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9196692&hvtargid=pla-1946563564977&language=pt_BR&gad_source=1&th=1,1653.0,BRL,True,"R$1.653,00",
